일시,기온,풍향,풍속,습도
2020-04-11 10:00:00,14.166666666666666,1.6933333333333334,2.9933333333333327,78.97500000000001
2020-04-11 11:00:00,15.0,1.8333333333333333,3.5250000000000004,76.64166666666667
2020-04-11 12:00:00,14.833333333333334,1.8849999999999998,2.605,77.91333333333334
2020-04-11 13:00:00,13.9,1.8083333333333333,3.688333333333333,84.35833333333333
2020-04-11 14:00:00,12.115,2.065,3.9683333333333337,96.75666666666666
2020-04-11 15:00:00,11.350000000000001,2.1350000000000002,4.258333333333333,99.13833333333334
2020-04-11 16:00:00,10.701666666666668,1.7883333333333333,4.32,99.59666666666668
2020-04-11 17:00:00,10.061666666666667,1.968333333333333,3.766666666666667,99.84333333333332
2020-04-11 18:00:00,9.828333333333333,2.0116666666666667,3.831666666666667,99.89999999999999
2020-04-11 19:00:00,9.766666666666666,2.0683333333333334,3.403333333333333,99.89999999999999
2020-04-11 20:00:00,9.221666666666666,2.0083333333333333,4.316666666666666,99.89999999999999
2020-04-11 21:00:00,9.089999999999998,1.9633333333333336,4.375000000000001,99.89999999999999
2020-04-11 22:00:00,9.209074073999998,2.1831481481666666,3.5181481481666665,99.89999999999999
2020-04-11 23:00:00,9.010000000000002,2.0294444445,3.0305555555,99.85333333333334
2020-04-12 00:00:00,9.031666666666666,1.8283333333333331,3.9333333333333336,99.37666666666667
2020-04-12 01:00:00,9.185,1.8216666666666665,3.168333333333333,97.705
2020-04-12 02:00:00,9.231666666666667,1.8383333333333336,2.81,98.04833333333335
2020-04-12 03:00:00,9.141666666666666,1.5916666666666668,4.510000000000001,96.84499999999998
2020-04-12 04:00:00,8.751666666666667,1.75,5.510000000000001,94.03833333333334
2020-04-12 05:00:00,8.398333333333333,1.6133333333333333,5.468333333333334,93.65833333333332
2020-04-12 06:00:00,8.589999999999998,1.4566666666666668,5.425000000000001,89.29
2020-04-12 07:00:00,8.628333333333332,1.38,6.121666666666667,85.58999999999999
2020-04-12 08:00:00,8.721666666666666,1.3705555555,6.066851851833333,85.34092592666667
2020-04-12 09:00:00,8.848333333333333,1.3683333333333334,6.036666666666666,82.195
2020-04-12 10:00:00,9.206249999999999,1.4745833333333334,6.600833333333334,81.21541666666667
2020-04-12 11:00:00,9.548333333333336,1.4749999999999999,6.328333333333333,79.17333333333333
2020-04-12 12:00:00,9.776666666666666,1.6833333333333333,5.696666666666666,74.59500000000001
2020-04-12 13:00:00,10.52,1.7166666666666668,5.253333333333334,74.19833333333334
2020-04-12 14:00:00,11.691666666666668,1.4900000000000002,5.663333333333333,70.73666666666666
2020-04-12 15:00:00,11.641666666666666,1.4316666666666666,5.364999999999999,70.21666666666667
2020-04-12 16:00:00,11.378333333333332,1.6483333333333334,4.601666666666667,75.50833333333334
2020-04-12 17:00:00,10.143333333333333,1.9583333333333333,4.681666666666667,80.06166666666667
2020-04-12 18:00:00,9.885,1.9683333333333335,4.57,77.86833333333333
2020-04-12 19:00:00,8.823333333333332,1.8483333333333334,4.203333333333333,81.32666666666665
2020-04-12 20:00:00,7.8566666666666665,1.946666666666667,4.141666666666667,86.25666666666667
2020-04-12 21:00:00,8.315,1.8166666666666667,3.703333333333333,82.04333333333334
2020-04-12 22:00:00,8.276666666666666,2.0450000000000004,2.2366666666666664,85.2
2020-04-12 23:00:00,9.014999999999999,1.5099999999999998,3.435,83.485
2020-04-13 00:00:00,10.176666666666668,1.6033333333333335,5.511666666666667,77.21166666666667
2020-04-13 01:00:00,10.295,1.425,5.916666666666667,76.41000000000001
2020-04-13 02:00:00,10.283333333333333,1.3833333333333335,5.496666666666666,76.21666666666668
2020-04-13 03:00:00,10.264999999999999,1.4233333333333336,4.893333333333333,78.19666666666667
2020-04-13 04:00:00,10.111666666666666,1.91,4.051666666666667,80.34500000000001
2020-04-13 05:00:00,10.136666666666667,1.9000000000000001,4.003333333333334,78.75666666666667
2020-04-13 06:00:00,10.098333333333334,2.1700000000000004,4.291666666666667,75.16166666666668
2020-04-13 07:00:00,10.403333333333334,1.8016666666666667,5.36,73.05166666666666
2020-04-13 08:00:00,10.641666666666667,2.0433333333333334,5.4816666666666665,72.105
2020-04-13 09:00:00,11.216666666666667,2.3633333333333333,5.1066666666666665,65.24166666666667
2020-04-13 10:00:00,11.841666666666667,3.7216666666666662,6.208333333333333,61.54666666666666
2020-04-13 11:00:00,12.073333333333332,3.9216666666666664,6.9816666666666665,61.01166666666666
2020-04-13 12:00:00,11.815,4.006666666666667,7.828333333333333,55.61166666666667
2020-04-13 13:00:00,11.553333333333335,3.9050000000000007,8.231666666666667,56.97666666666667
2020-04-13 14:00:00,11.878333333333332,4.463333333333334,7.325,56.318333333333335
2020-04-13 15:00:00,11.788333333333334,4.276666666666667,7.701666666666665,55.053333333333335
2020-04-13 16:00:00,11.583333333333334,3.4633333333333334,7.851666666666667,57.21333333333333
2020-04-13 17:00:00,11.643333333333333,3.22,6.803333333333334,59.01499999999999
2020-04-13 18:00:00,11.368333333333332,2.183333333333333,6.61,61.68
2020-04-13 19:00:00,10.638333333333334,2.2866666666666666,5.41,65.79833333333333
2020-04-13 20:00:00,9.99,2.5966666666666667,3.935,70.40666666666668
2020-04-13 21:00:00,9.241666666666665,1.6866666666666665,1.6900000000000002,74.14833333333333
2020-04-13 22:00:00,7.631666666666668,2.9766666666666666,1.2750000000000001,82.24666666666667
2020-04-13 23:00:00,6.823333333333333,2.885,1.1566666666666667,86.77499999999999
2020-04-14 00:00:00,7.023333333333333,2.7916666666666665,1.3866666666666667,87.145
2020-04-14 01:00:00,6.861666666666667,3.0150000000000006,1.5333333333333332,87.05833333333334
2020-04-14 02:00:00,6.748333333333334,2.8716666666666666,1.8533333333333333,88.61166666666666
2020-04-14 03:00:00,6.3516666666666675,3.271666666666667,1.8283333333333331,88.03000000000002
2020-04-14 04:00:00,5.526666666666666,3.268333333333333,2.1533333333333333,81.69333333333334
2020-04-14 05:00:00,5.425,3.11,2.1750000000000003,73.48166666666667
2020-04-14 06:00:00,5.616666666666667,3.14,2.0033333333333334,62.934999999999995
